state,vegetable,fork-ranger-name,January,February,March,April,May,June,July,August,September,October,November,December
nevada,turnips,Turnip,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
nevada,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
nevada,watermelon,Watermelon,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
nevada,winter-squash,Pumpkin,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
nevada,zucchini,Zucchini,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,apples,Apple,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-hampshire,apricots,Abricot,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,arugula,Rocket,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
new-hampshire,asian-pears,Asian pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-hampshire,asparagus,Asparagus,,,,,Starting Now,Prime Time,Last Chance,,,,,
new-hampshire,basil,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,beets,Beetroot,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-hampshire,black-eyed-peas,X,,,,,,Starting Now,Last Chance,,,,,
new-hampshire,blackberries,Blackberry,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,blueberries,Blueberry,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,bok-choy,Bok choy,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,boysenberries,Boysenberry,,,,,,Starting Now,Last Chance,,,,,
new-hampshire,brambles,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-hampshire,broccoli,Broccoli,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-hampshire,brussels-sprouts,Brussels sprouts,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
new-hampshire,cabbage,White cabbage,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-hampshire,cantaloupe,Cantaloupe,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
new-hampshire,carrots,Carrot,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,cauliflower,Cauliflower,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-hampshire,celery,Celery,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,celery-root,Celeriac,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,chard,Chard,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-hampshire,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
new-hampshire,chicories,Chicory,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-hampshire,chili-peppers,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-hampshire,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-hampshire,cilantro,X,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-hampshire,collard-greens,Collard greens,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-hampshire,corn,Corn,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,cranberries,X,,,,,,,,,,Starting Now,Prime Time,Last Chance
new-hampshire,cucumbers,Cucumber,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,currants,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-hampshire,eggplant,Aubergine,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,endive,Endive,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-hampshire,fiddleheads,X,,,,,Prime Time,,,,,,,
new-hampshire,garlic,X,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,garlic-scapes,X,,,,,,Prime Time,,,,,,
new-hampshire,gooseberries,Gooseberry,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,grapes,Grapes,,,,,,,,,Starting Now,Last Chance,,
new-hampshire,green-beans,Green bean,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,green-onions,Green onion,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-hampshire,ground-cherries,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
new-hampshire,kale,Kale,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,kohlrabi,Kohlrabi,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-hampshire,lamb's-quarters,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-hampshire,leeks,Leek,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-hampshire,lettuce,Lettuce,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-hampshire,lima-beans,X,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,melons,Melon,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,mint,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-hampshire,morels,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-hampshire,mushrooms,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-hampshire,mustard-greens,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,nectarines,Nectarine,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,nettles,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-hampshire,onions,Onion,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-hampshire,oregano,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-hampshire,parsley,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-hampshire,parsnips,Parsnip,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-hampshire,pawpaw,Pawpaw,,,,,,,,,,Prime Time,,
new-hampshire,pea-shoots,X,,,,,Starting Now,Last Chance,,,,,,
new-hampshire,peaches,Peach,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,pears,Pear,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-hampshire,peas,Peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-hampshire,peppers,Bell pepper,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,plums,Plum,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,potatoes,Potato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-hampshire,pumpkin,Pumpkin,,,,,,,,,Starting Now,Last Chance,,
new-hampshire,purslane,Purslane,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,quince,Quince,,,,,,,,,,Starting Now,Last Chance,
new-hampshire,radicchio,Radicchio,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-hampshire,radishes,Radish,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,ramps,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-hampshire,rapini,Rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
new-hampshire,raspberries,Raspberry,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,rhubarb,Rhubarb,,,,,,Prime Time,,,,,,
new-hampshire,rosemary,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,rutabaga,Swede,Prime Time,Prime Time,Prime Time,Last Chance,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-hampshire,sage,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-hampshire,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
new-hampshire,shallots,Shallots,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,shell-beans,X,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,snap-peas,Sugar snaps,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-hampshire,snow-peas,Snow peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-hampshire,sorrel,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,spinach,Spinach,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-hampshire,strawberries,Strawberry,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-hampshire,summer-squash,Zucchini,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,sunchokes,Jerusalem artichoke,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,sweet-potatoes,Sweet potato,,,,,,,,,Starting Now,Last Chance,,
new-hampshire,tarragon,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-hampshire,thyme,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,tomatillos,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,tomatoes,Tomato,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,turnips,Turnip,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-hampshire,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
new-hampshire,watermelon,Watermelon,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,winter-squash,Pumpkin,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-hampshire,zucchini,Zucchini,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,apples,Apple,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,arugula,Rocket,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-jersey,asparagus,Asparagus,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-jersey,basil,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,beets,Beetroot,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,black-eyed-peas,X,,,,,,Starting Now,Last Chance,,,,,
new-jersey,blackberries,Blackberry,,,,,,,Starting Now,Last Chance,,,,
new-jersey,blueberries,Blueberry,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-jersey,bok-choy,Bok choy,,,,,,,,,,Prime Time,,
new-jersey,brambles,X,,,,,,,Starting Now,Last Chance,,,,
new-jersey,broccoli,Broccoli,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-jersey,brussels-sprouts,Brussels sprouts,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-jersey,cabbage,White cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,cantaloupe,Cantaloupe,,,,,,,,Starting Now,Last Chance,,,
new-jersey,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
new-jersey,carrots,Carrot,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,cauliflower,Cauliflower,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
new-jersey,celery,Celery,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-jersey,celery-root,Celeriac,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-jersey,chard,Chard,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,cherries,Cherry,,,,,,Prime Time,,,,,,
new-jersey,chicories,Chicory,,,,,,,,,Starting Now,Last Chance,,
new-jersey,chili-peppers,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-jersey,cilantro,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,collard-greens,Collard greens,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,corn,Corn,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,cranberries,X,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-jersey,cucumbers,Cucumber,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,currants,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-jersey,eggplant,Aubergine,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,endive,Endive,,,,,,,,,Starting Now,Last Chance,,
new-jersey,fava-beans,X,,,,,Starting Now,Last Chance,,,,,,
new-jersey,fennel,Fennel,,,,,,,,,,Starting Now,Last Chance,
new-jersey,fiddleheads,X,,,,Starting Now,Last Chance,,,,,,,
new-jersey,garlic,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,garlic-scapes,X,,,,,Starting Now,Last Chance,,,,,,
new-jersey,gooseberries,Gooseberry,,,,,,Starting Now,Last Chance,,,,,
new-jersey,grapes,Grapes,,,,,,,,Starting Now,Last Chance,,,
new-jersey,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,green-onions,Green onion,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-jersey,ground-cherries,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
new-jersey,kale,Kale,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
new-jersey,kohlrabi,Kohlrabi,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
new-jersey,lamb's-quarters,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-jersey,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,leeks,Leek,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
new-jersey,lettuce,Lettuce,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,lima-beans,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,melons,Melon,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,mint,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,
new-jersey,morels,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-jersey,mushrooms,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,mustard-greens,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,nectarines,Nectarine,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,nettles,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-jersey,okra,Okra,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,onions,Onion,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,oregano,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-jersey,parsley,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,parsnips,Parsnip,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance
new-jersey,pawpaw,Pawpaw,,,,,,,,,Starting Now,Last Chance,,
new-jersey,pea-shoots,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-jersey,peaches,Peach,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,pears,Pear,,,,,,,,Starting Now,Last Chance,,,
new-jersey,peas,Peas,,,,,Starting Now,Prime Time,Last Chance,,,,,
new-jersey,peppers,Bell pepper,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,plums,Plum,,,,,,,Starting Now,Last Chance,,,,
new-jersey,potatoes,Potato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,pumpkin,Pumpkin,,,,,,,,,Starting Now,Last Chance,,
new-jersey,purslane,Purslane,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-jersey,quince,Quince,,,,,,,,,,Starting Now,Last Chance,
new-jersey,radicchio,Radicchio,,,,,,,,,Starting Now,Last Chance,,
new-jersey,radishes,Radish,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-jersey,ramps,X,,,,Starting Now,Last Chance,,,,,,,
new-jersey,rapini,Rapini,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-jersey,raspberries,Raspberry,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,rhubarb,Rhubarb,,,,,Starting Now,Prime Time,Last Chance,,,,,
new-jersey,rosemary,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,rutabaga,Swede,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-jersey,sage,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
new-jersey,shallots,Shallots,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,shell-beans,X,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-jersey,snap-peas,Sugar snaps,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,snow-peas,Snow peas,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,sorrel,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-jersey,spinach,Spinach,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-jersey,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-jersey,strawberries,Strawberry,,,,,Starting Now,Last Chance,,,,,,
new-jersey,summer-squash,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,sunchokes,Jerusalem artichoke,Prime Time,,,,,,Prime Time,,,,,
new-jersey,sweet-potatoes,Sweet potato,,,,,,,,Starting Now,Last Chance,,,
new-jersey,tarragon,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,thyme,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,tomatillos,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,tomatoes,Tomato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,turnips,Turnip,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-jersey,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
new-jersey,watermelon,Watermelon,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-jersey,winter-squash,Pumpkin,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
new-jersey,zucchini,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-mexico,apples,Apple,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,apricots,Abricot,,,,,,Starting Now,Last Chance,,,,,
new-mexico,arugula,Rocket,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,asparagus,Asparagus,,,,,Starting Now,Last Chance,,,,,,
new-mexico,basil,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,beets,Beetroot,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,black-eyed-peas,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,blackberries,Blackberry,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,blueberries,Blueberry,,,,,,Starting Now,Last Chance,,,,,
new-mexico,bok-choy,Bok choy,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time
new-mexico,brambles,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,broccoli,Broccoli,,,,,,Prime Time,,,Starting Now,Prime Time,Last Chance,
new-mexico,brussels-sprouts,Brussels sprouts,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,cabbage,White cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,cantaloupe,Cantaloupe,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
new-mexico,carrots,Carrot,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,cauliflower,Cauliflower,,,,,,,,,Starting Now,Last Chance,,
new-mexico,celery,Celery,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-mexico,celery-root,Celeriac,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,chard,Chard,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time
new-mexico,cherries,Cherry,,,,,,,Prime Time,,,,,
new-mexico,chicories,Chicory,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,chili-peppers,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-mexico,cilantro,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,collard-greens,Collard greens,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,corn,Corn,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,cucumbers,Cucumber,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,eggplant,Aubergine,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,endive,Endive,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,fennel,Fennel,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-mexico,figs,Fig,,,,,,,,Starting Now,Last Chance,,,
new-mexico,garlic,X,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,garlic-scapes,X,,,Starting Now,Last Chance,,,,,,,,
new-mexico,grapes,Grapes,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-mexico,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,green-onions,Green onion,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,ground-cherries,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
new-mexico,kale,Kale,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time
new-mexico,kohlrabi,Kohlrabi,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,lamb's-quarters,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,leeks,Leek,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,lettuce,Lettuce,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,lima-beans,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-mexico,melons,Melon,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,mint,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,morels,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-mexico,mushrooms,X,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance,
new-mexico,mustard-greens,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time
new-mexico,nectarines,Nectarine,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,nopales,X,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
new-mexico,okra,Okra,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,onions,Onion,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,oregano,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,parsley,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,parsnips,Parsnip,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
new-mexico,pea-shoots,X,,Starting Now,Prime Time,Last Chance,,,,,,,,
new-mexico,peaches,Peach,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,pears,Pear,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-mexico,peas,Peas,,,,Starting Now,Prime Time,Prime Time,Last Chance,,Starting Now,Last Chance,,
new-mexico,pecans,X,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,peppers,Bell pepper,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,pistachios,X,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,plums,Plum,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,potatoes,Potato,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,pumpkin,Pumpkin,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-mexico,purslane,Purslane,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
