state,vegetable,January,February,March,April,May,June,July,August,September,October,November,December
new-hampshire,morels,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-hampshire,mushrooms,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-hampshire,mustard-greens,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,nectarines,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,nettles,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-hampshire,onions,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-hampshire,oregano,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-hampshire,parsley,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-hampshire,parsnips,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-hampshire,pawpaw,,,,,,,,,,Prime Time,,
new-hampshire,pea-shoots,,,,,Starting Now,Last Chance,,,,,,
new-hampshire,peaches,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-hampshire,peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-hampshire,peppers,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,plums,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,potatoes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-hampshire,pumpkin,,,,,,,,,Starting Now,Last Chance,,
new-hampshire,purslane,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,quince,,,,,,,,,,Starting Now,Last Chance,
new-hampshire,radicchio,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-hampshire,radishes,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,ramps,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-hampshire,rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
new-hampshire,raspberries,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,rhubarb,,,,,,Prime Time,,,,,,
new-hampshire,rosemary,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,rutabaga,Prime Time,Prime Time,Prime Time,Last Chance,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-hampshire,sage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-hampshire,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
new-hampshire,shallots,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,shell-beans,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,snap-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-hampshire,snow-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-hampshire,sorrel,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,spinach,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-hampshire,strawberries,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-hampshire,summer-squash,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,sunchokes,,,,,,,Starting Now,Last Chance,,,,
new-hampshire,sweet-potatoes,,,,,,,,,Starting Now,Last Chance,,
new-hampshire,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-hampshire,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-hampshire,tomatillos,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,tomatoes,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-hampshire,turnips,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-hampshire,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
new-hampshire,watermelon,,,,,,,,Starting Now,Last Chance,,,
new-hampshire,winter-squash,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-hampshire,zucchini,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,apples,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,arugula,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-jersey,asparagus,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-jersey,basil,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,beets,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,black-eyed-peas,,,,,,Starting Now,Last Chance,,,,,
new-jersey,blackberries,,,,,,,Starting Now,Last Chance,,,,
new-jersey,blueberries,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-jersey,bok-choy,,,,,,,,,,Prime Time,,
new-jersey,brambles,,,,,,,Starting Now,Last Chance,,,,
new-jersey,broccoli,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-jersey,brussels-sprouts,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-jersey,cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,cantaloupe,,,,,,,,Starting Now,Last Chance,,,
new-jersey,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
new-jersey,carrots,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,cauliflower,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
new-jersey,celery,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-jersey,celery-root,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-jersey,chard,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,cherries,,,,,,Prime Time,,,,,,
new-jersey,chicories,,,,,,,,,Starting Now,Last Chance,,
new-jersey,chili-peppers,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-jersey,cilantro,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,collard-greens,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,corn,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,cranberries,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-jersey,cucumbers,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,currants,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-jersey,eggplant,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,endive,,,,,,,,,Starting Now,Last Chance,,
new-jersey,fava-beans,,,,,Starting Now,Last Chance,,,,,,
new-jersey,fennel,,,,,,,,,,Starting Now,Last Chance,
new-jersey,fiddleheads,,,,Starting Now,Last Chance,,,,,,,
new-jersey,garlic,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,garlic-scapes,,,,,Starting Now,Last Chance,,,,,,
new-jersey,gooseberries,,,,,,Starting Now,Last Chance,,,,,
new-jersey,grapes,,,,,,,,Starting Now,Last Chance,,,
new-jersey,green-beans,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,green-onions,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-jersey,ground-cherries,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
new-jersey,kale,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
new-jersey,kohlrabi,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
new-jersey,lamb's-quarters,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-jersey,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,leeks,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
new-jersey,lettuce,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,lima-beans,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,melons,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,mint,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,
new-jersey,morels,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-jersey,mushrooms,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,mustard-greens,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-jersey,nectarines,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,nettles,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-jersey,okra,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,onions,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,oregano,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-jersey,parsley,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,parsnips,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance
new-jersey,pawpaw,,,,,,,,,Starting Now,Last Chance,,
new-jersey,pea-shoots,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-jersey,peaches,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,pears,,,,,,,,Starting Now,Last Chance,,,
new-jersey,peas,,,,,Starting Now,Prime Time,Last Chance,,,,,
new-jersey,peppers,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,plums,,,,,,,Starting Now,Last Chance,,,,
new-jersey,potatoes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,pumpkin,,,,,,,,,Starting Now,Last Chance,,
new-jersey,purslane,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-jersey,quince,,,,,,,,,,Starting Now,Last Chance,
new-jersey,radicchio,,,,,,,,,Starting Now,Last Chance,,
new-jersey,radishes,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-jersey,ramps,,,,Starting Now,Last Chance,,,,,,,
new-jersey,rapini,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-jersey,raspberries,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,rhubarb,,,,,Starting Now,Prime Time,Last Chance,,,,,
new-jersey,rosemary,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,rutabaga,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-jersey,sage,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
new-jersey,shallots,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,shell-beans,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-jersey,snap-peas,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,snow-peas,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,sorrel,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-jersey,spinach,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-jersey,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-jersey,strawberries,,,,,Starting Now,Last Chance,,,,,,
new-jersey,summer-squash,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-jersey,sunchokes,Prime Time,,,,,,Prime Time,,,,,
new-jersey,sweet-potatoes,,,,,,,,Starting Now,Last Chance,,,
new-jersey,tarragon,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,thyme,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-jersey,tomatillos,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,tomatoes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-jersey,turnips,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-jersey,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
new-jersey,watermelon,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-jersey,winter-squash,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
new-jersey,zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-mexico,apples,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,apricots,,,,,,Starting Now,Last Chance,,,,,
new-mexico,arugula,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,asparagus,,,,,Starting Now,Last Chance,,,,,,
new-mexico,basil,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,beets,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,black-eyed-peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,blackberries,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,blueberries,,,,,,Starting Now,Last Chance,,,,,
new-mexico,bok-choy,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time
new-mexico,brambles,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,broccoli,,,,,,Prime Time,,,Starting Now,Prime Time,Last Chance,
new-mexico,brussels-sprouts,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,cantaloupe,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
new-mexico,carrots,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,cauliflower,,,,,,,,,Starting Now,Last Chance,,
new-mexico,celery,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-mexico,celery-root,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,chard,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time
new-mexico,cherries,,,,,,,Prime Time,,,,,
new-mexico,chicories,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,chili-peppers,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-mexico,cilantro,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,collard-greens,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,corn,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,cucumbers,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,eggplant,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,endive,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,fennel,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-mexico,figs,,,,,,,,Starting Now,Last Chance,,,
new-mexico,garlic,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,garlic-scapes,,,Starting Now,Last Chance,,,,,,,,
new-mexico,grapes,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-mexico,green-beans,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,green-onions,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,ground-cherries,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
new-mexico,kale,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time
new-mexico,kohlrabi,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,lamb's-quarters,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,leeks,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,lettuce,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,lima-beans,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-mexico,melons,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,mint,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,morels,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-mexico,mushrooms,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance,
new-mexico,mustard-greens,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time
new-mexico,nectarines,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,nopales,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
new-mexico,okra,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,onions,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,oregano,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,parsley,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,parsnips,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
new-mexico,pea-shoots,,Starting Now,Prime Time,Last Chance,,,,,,,,
new-mexico,peaches,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-mexico,peas,,,,Starting Now,Prime Time,Prime Time,Last Chance,,Starting Now,Last Chance,,
new-mexico,pecans,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,peppers,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,pistachios,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,plums,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,potatoes,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,pumpkin,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-mexico,purslane,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,quince,,,,,,,,,,Starting Now,Last Chance,
new-mexico,radicchio,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,radishes,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time
new-mexico,rapini,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,raspberries,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-mexico,rhubarb,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-mexico,rosemary,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,rutabaga,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
new-mexico,sage,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
new-mexico,shallots,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,shell-beans,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-mexico,snap-peas,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,
new-mexico,snow-peas,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,
new-mexico,sorrel,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,spinach,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,strawberries,,,,,,Starting Now,Last Chance,,,,,
new-mexico,summer-squash,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-mexico,sunchokes,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,,,,,
new-mexico,sweet-potatoes,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
new-mexico,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-mexico,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,tomatillos,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,tomatoes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,turnips,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
new-mexico,watermelon,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,winter-squash,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time,Prime Time
new-mexico,zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-york,apples,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,arugula,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-york,asparagus,,,,,Starting Now,Last Chance,,,,,,
new-york,basil,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,beets,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,black-eyed-peas,,,,,,Starting Now,Last Chance,,,,,
new-york,blackberries,,,,,,,,Starting Now,Last Chance,,,
new-york,blueberries,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-york,bok-choy,,,,,,,,Starting Now,Last Chance,,Prime Time,
new-york,brambles,,,,,,,,Starting Now,Last Chance,,,
new-york,broccoli,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,brussels-sprouts,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-york,cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-york,cantaloupe,,,,,,,,Starting Now,Last Chance,,,
new-york,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
new-york,carrots,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,cauliflower,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,celery,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,celery-root,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,chard,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,cherries,,,,,,Starting Now,Last Chance,,,,,
new-york,chicories,,,,,,,,,Starting Now,Last Chance,,
new-york,chili-peppers,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-york,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,cilantro,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,collard-greens,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-york,corn,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,cranberries,,,,,,,,,,Starting Now,Prime Time,Last Chance
new-york,cucumbers,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,currants,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-york,eggplant,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,endive,,,,,,,,,Starting Now,Last Chance,,
new-york,fava-beans,,,,,Starting Now,Last Chance,,,,,,
new-york,fennel,,,,,,,,,,Starting Now,Last Chance,
new-york,fiddleheads,,,,Starting Now,Last Chance,,,,,,,
new-york,garlic,,,,,,Starting Now,Last Chance,,,,,
new-york,garlic-scapes,,,,,Starting Now,Last Chance,,,,,,
new-york,gooseberries,,,,,,Prime Time,,,,,,
new-york,grapes,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-york,green-beans,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,green-onions,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-york,ground-cherries,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
new-york,kale,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-york,kohlrabi,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
new-york,lamb's-quarters,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,leeks,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-york,lettuce,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,lima-beans,,,,,,,,,Starting Now,Last Chance,,
new-york,melons,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,mint,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,morels,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-york,mushrooms,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
